participant,condition,investment,investment_return,multiplier,return,RT
658,fair,10,30,1.3,13.0,9.548987200000738
658,fair,1,3,1.4000000000000001,1.4000000000000001,4.828649199999745
658,fair,1,3,1.4000000000000001,1.4000000000000001,2.17269639999995
658,fair,3,9,1.3,3.9000000000000004,2.01119430000017
658,fair,4,12,1.2,4.8,1.462916000000405
