participant,esm,question,answer_left,answer_right
666,before,związany/a z innymi?,0
666,before,zestresowany/a,0
666,before,zaniepokojony/a,0
666,before,odprężony/a?,0
666,before,akceptowany/a,0
666,before,samotny/a,0
666,before,radosny/a?,0
666,before,spokojny/a,0
666,before,samotny/a,0
666,before,wykluczony/a,0
